职位,公司名称,公司规模,要求学历,省份,所属市,所属区,月薪,最高月薪,最低月薪,工作经验
全栈工程师,深圳市凯仕德科技有限公司,50-150人,本科,深圳,深圳,宝安区,1-2万,20000,10000,3年及以上
AI数据工程师/助理实习生,四川智百千机械设备有限公司,,大专,四川省,成都,金牛区,5千-1万,10000,5000,无需经验
自动驾驶感知算法开发工程师（需长期出差）,博雷顿科技股份公司,150-500人,硕士,上海,上海,闵行区,2-4万·13薪,40000,20000,3年及以上
AI图像算法工程师,南京沃福曼医疗科技有限公司,50-150人,本科,江苏省,南京,江北新区,1.5-2.5万·13薪,25000,15000,2年及以上
软件开发工程师,亿信天诚文化科技（上海）有限公司,50-150人,大专,上海,上海,闵行区,1-2万,20000,10000,3年及以上
软件运维工程师,中国科学技术大学上海研究院,少于50人,本科,上海,上海,浦东新区,8千-1.5万,15000,8000,3年及以上
高级软件工程师（海外项目部）,四川云智科技有限责任公司,少于50人,本科,四川省,成都,成华区,1-1.8万·13薪,18000,10000,3年及以上
算法工程师,海澜智云科技有限公司,150-500人,硕士,江苏省,无锡,江阴市,1-2万·13薪,20000,10000,1-5年
运维开发工程师/ DevOps Engineer,聚物腾云物联网（上海）有限公司,150-500人,本科,上海,上海,长宁区,2-3.5万·13薪,35000,20000,6年及以上
初级后端开发工程师,贵州隆业建筑劳务有限公司,少于50人,大专,贵州省,贵阳,南明区,1-1.6万·13薪,16000,10000,5年及以上
AI深度学习算法工程师,上海慧铂信息技术有限公司,少于50人,本科,上海,上海,宝山区,1.5-2.4万,24000,15000,1年及以上
数字孪生开发工程师,上海犀浦智能系统有限公司,少于50人,本科,上海,上海,浦东新区,1.5-2.5万,25000,15000,3年及以上
中级运维工程师（北京丰台）,凯通科技股份有限公司,150-500人,本科,北京,北京,丰台区,8千-1.5万,15000,8000,2年及以上
python开发工程师,安徽长江数智云计算科技股份有限公司,少于50人,本科,安徽省,马鞍山,花山区,8千-1.2万,12000,8000,3年及以上
Java全栈工程师,武汉中云康崇科技有限公司,少于50人,本科,湖北省,武汉,东湖新技术产业开发区,1-1.4万·13薪,14000,10000,3年及以上
python开发工程师,武汉佰钧成技术有限责任公司,10000人以上,本科,湖北省,武汉,武昌区,1-1.4万,14000,10000,3年及以上
大模型算法工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,重庆,重庆,南岸区,1-1.4万·14薪,14000,10000,无需经验
软件工程师,广州青蓝时代半导体有限公司,50-150人,本科,广东省,广州,番禺区,7千-1万·14薪,10000,7000,2年
数据处理工程师,安阳呈泰信息技术服务有限公司,少于50人,大专,北京,北京,东城区,9千-1.4万,14000,9000,1年及以上
中高级Java开发工程师,上海佳依佳信息科技有限公司,50-150人,本科,上海,上海,浦东新区,1.2-1.8万,18000,12000,3年及以上
全栈工程师,黑蜂智造（深圳）科技有限公司,150-500人,本科,深圳,深圳,宝安区,1.8-2.5万·14薪,25000,18000,5年及以上
python开发工程师,上海帮伯信息科技有限公司,少于50人,本科,上海,上海,闵行区,1-1.8万·13薪,18000,10000,2-7年
java全栈开发工程师,深圳市斯维尔科技股份有限公司,150-500人,本科,深圳,深圳,南山区,1.6-2.6万,26000,16000,3年及以上
大模型算法工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,四川省,成都,青羊区,1-1.4万·14薪,14000,10000,无需经验
电子信息软件工程师,广州友沃医疗设备有限公司,50-150人,本科,广东省,广州,黄埔区,1-2万,20000,10000,2年及以上
DevOPS工程师（初级/中级）,北京锐玑精械智能电子科技有限公司,50-150人,本科,安徽省,合肥,包河区,9千-1.4万·14薪,14000,9000,无需经验
中间件软件开发工程师,法雷奥汽车内部控制（深圳）有限公司,1000-5000人,本科,深圳,深圳,宝安区,2-3.5万·14薪,35000,20000,5年及以上
python开发工程师,浙江巨能环境工程有限公司,50-150人,本科,浙江省,杭州,滨江区,1.5-3万·13薪,30000,15000,3年及以上
（市级就业见习）软件工程师1,上海华铭智能终端设备股份有限公司,150-500人,本科,上海,上海,松江区,3千及以下,3000,2000,无需经验
软件运维工程师,中国科学技术大学上海研究院,少于50人,本科,上海,上海,浦东新区,8千-1.5万,15000,8000,3年及以上
BEV感知算法数据后处理工程师(J10592),黑芝麻智能科技有限公司,1000-5000人,硕士,湖北省,武汉,青山区,2.5-3.5万·17薪,35000,25000,3年及以上
Python开发工程师,上海帮伯信息科技有限公司,少于50人,本科,天津,天津,南开区,1.1-2万·13薪,20000,11000,2-7年
算法工程师,武汉智筑完美家居科技有限公司,少于50人,硕士,湖北省,武汉,洪山区,1.5-2.5万,25000,15000,1年及以上
软件开发工程师,镇江港龙机电有限公司,150-500人,本科,江苏省,镇江,扬中市,1-2万,20000,10000,3年及以上
路径规划算法工程师(J10129),埃夫特智能机器人股份有限公司,1000-5000人,本科,上海,上海,松江区,2-3万·16薪,30000,20000,3年及以上
开发工程师,北京市计算中心有限公司,50-150人,本科,北京,北京,海淀区,1.3-1.7万,17000,13000,5年及以上
桥梁数据分析助理工程师,广东华路交通科技有限公司,1000-5000人,本科,广东省,广州,白云区,1-1.5万,15000,10000,2年及以上
工控软件工程师,武汉光圈智能科技有限公司,50-150人,本科,湖北省,武汉,东湖新技术产业开发区,1-1.5万,15000,10000,3-4年
全栈工程师,枫国宏利信息科技服务（成都）有限公司,1000-5000人,本科,四川省,成都,高新区,1.3-2万·14薪,20000,13000,3年及以上
C++/C#/JavaScript 软件开发工程师,深圳市宏图空间科技有限公司,少于50人,大专,深圳,深圳,福田区,8千-1万,10000,8000,1年及以上
深度学习算法工程师,东莞市摩视自动化科技有限公司,50-150人,硕士,广东省,东莞,长安镇,1.5-3万,30000,15000,1年及以上
后端开发工程师,珠海信达九州科技有限公司,50-150人,本科,广东省,珠海,香洲区,2-3.5万,35000,20000,10年及以上
全栈工程师,深圳市凯仕德科技有限公司,50-150人,本科,深圳,深圳,宝安区,1-2万,20000,10000,3年及以上
Mobile App Developer移动应用开发工程师,希尔思仪表（深圳）有限公司,50-150人,本科,陕西省,西安,长安区,8千-1.5万·14薪,15000,8000,2年及以上
视觉算法工程师(J10191),浙江凯乐士科技集团股份有限公司,1000-5000人,本科,湖北省,武汉,汉阳区,1.5-2.5万,25000,15000,3年及以上
全栈工程师,默戈（江苏）智慧科技有限公司,少于50人,本科,江苏省,苏州,吴江区,1.5-2.5万,25000,15000,3年及以上
python开发或python数据分析,中软国际科技服务有限公司,10000人以上,本科,深圳,深圳,龙岗区,1-1.6万·13薪,16000,10000,2年及以上
爬虫开发工程师,广西亚盛信息技术有限公司,50-150人,大专,广西,南宁,青秀区,8千-1.2万,12000,8000,2年及以上
python后端开发,中劢传媒（深圳）有限公司,,本科,深圳,深圳,福田区,1-1.5万,15000,10000,3年及以上
python开发,中软国际科技服务有限公司,10000人以上,本科,上海,上海,浦东新区,9千-1.6万,16000,9000,1年及以上
Python开发（远程面试）,上海博为峰信息技术有限公司,1000-5000人,本科,福建省,福州,鼓楼区,1.3-1.6万,16000,13000,3年及以上
python后端开发,深圳市科雅智能数码有限公司,50-150人,本科,深圳,深圳,宝安区,1-1.5万,15000,10000,2-3年
Python,元镁科技股份有限公司,150-500人,本科,上海,上海,浦东新区,8千-1.6万,16000,8000,1年及以上
Python开发（AI方向）,河南列阁影视传媒有限公司,,,河南省,郑州,管城回族区,6-8千·13薪,8000,6000,无需经验
软件工程师,长沙望城宝湾物流有限公司,少于50人,,上海,上海,徐汇区,1.2-1.5万,15000,12000,无需经验
BI可视化工程师,Alten China Limited,500-1000人,本科,上海,上海,浦东新区,1-1.5万,15000,10000,1-3年
云计算工程师（初级/中级）,北京锐玑精械智能电子科技有限公司,50-150人,本科,天津,天津,西青区,6千-1万·14薪,10000,6000,无需经验
数字孪生工程师,中联重科总部,10000人以上,本科,湖南省,长沙,岳麓区,1.5-3万,30000,15000,5年及以上
大数据分析工程师,武汉安居供应链有限公司,,硕士,湖北省,武汉,江汉区,12-15.5万/年,,,1年及以上
云计算工程师（初级/中级）,北京锐玑精械智能电子科技有限公司,50-150人,本科,陕西省,西安,未央区,6千-1万·14薪,10000,6000,无需经验
机器人工程师(感知规划控制方向),香港理工大学深圳研究院,50-150人,本科,江苏省,南京,鼓楼区,1.1-2.2万,22000,11000,8年及以上
软件工程师,上海库灵科技有限公司,少于50人,本科,上海,上海,闵行区,2-3万·13薪,30000,20000,3年及以上
软件工程师,惠州市福莱思电子工程有限公司,150-500人,本科,广东省,惠州,惠城区,1-1.5万,15000,10000,3年及以上
Java中级工程师,上海佳依佳信息科技有限公司,50-150人,本科,上海,上海,浦东新区,1.1-2.2万,22000,11000,5年及以上
框架测试工程师,济南京智享网络信息科技有限公司,少于50人,大专,山东省,济南,历下区,8千-1万·13薪,10000,8000,5年及以上
云计算工程师（初级/中级）,北京锐玑精械智能电子科技有限公司,50-150人,本科,重庆,重庆,南岸区,6千-1万·14薪,10000,6000,无需经验
全栈软件开发工程师,惠生工程（中国）有限公司,1000-5000人,本科,上海,上海,浦东新区,2-2.8万·14薪,28000,20000,10年及以上
云计算工程师（初级/中级）,北京锐玑精械智能电子科技有限公司,50-150人,本科,山东省,青岛,市南区,6千-1万·14薪,10000,6000,无需经验
AI大数据提示词工程师,广东卡为智造新材料科技有限公司,150-500人,大专,广东省,广州,花都区,1.2-2万,20000,12000,3年及以上
python开发,上海韦创立企业管理咨询有限公司,50-150人,,北京,北京,海淀区,1.4-1.8万,18000,14000,1年及以上
AI辅助后端开发工程师（FastAPI方向）,甘肃蔚蓝数字技术研究院,,本科,甘肃省,兰州,城关区,9千-1.1万,11000,9008,2年及以上
AI数据工程师,上海睿智医药研究集团有限公司,1000-5000人,本科,上海,上海,浦东新区,1-2万,20000,10000,2年及以上
大数据+AI方向,黑龙江惠达科技股份有限公司,500-1000人,本科,上海,上海,青浦区,1-1.6万,16000,10000,2年及以上
python开发,中软国际科技服务有限公司,10000人以上,本科,上海,上海,浦东新区,9千-1.6万,16000,9000,1年及以上
Python,元镁科技股份有限公司,150-500人,本科,上海,上海,浦东新区,8千-1.6万,16000,8000,1年及以上
AI开发工程师,中能拾贝科技有限公司,500-1000人,本科,江苏省,南京,江宁区,1.2-2.4万,24000,12000,1-3年
数创岗（人工智能）,中远海运（广州）有限公司,1000-5000人,本科,广东省,广州,海珠区,8千-1.2万·14薪,12000,8000,3年及以上
量化程序员（偏开发）,深圳市中泰安投资有限公司,少于50人,本科,深圳,深圳,宝安区,1-2万,20000,10000,1年及以上
初级AI开发工程师,杭州迪普科技股份有限公司,1000-5000人,本科,浙江省,杭州,滨江区,1.5-2万,20000,15000,1-3年
python开发,福达尔软件技术（深圳）有限公司,50-150人,本科,深圳,深圳,龙华区,1.1-2万,20000,11000,无需经验
大模型应用开发工程师,上海筑峻科技有限公司,少于50人,本科,上海,上海,杨浦区,1-2万·13薪,20000,10000,1年及以上
初级AI开发工程师,杭州迪普科技股份有限公司,1000-5000人,本科,浙江省,杭州,滨江区,1.5-2万·13薪,20000,15000,1-3年
python后端开发,上海臻寰实业有限公司,,本科,上海,上海,徐汇区,1.8-2万,20000,18000,1年及以上
AI大模型项目助理（python方向）,成都上语堂科技有限公司,,本科,四川省,成都,武侯区,7千-1万,10000,7000,2年及以上
人工智能数据工程师,上海润迅商凯电话商务有限公司,1000-5000人,本科,上海,上海,浦东新区,1.2-1.5万·13薪,15000,12000,2年及以上
python程序员,北京科华万象科技有限公司,少于50人,大专,北京,北京,海淀区,6千-1.2万,12000,6000,1年及以上
Python开发（AI方向）,河南列阁影视传媒有限公司,,,河南省,郑州,管城回族区,6-8千·13薪,8000,6000,无需经验
后端工程师（智能识别方向）,上海汀滢环保科技有限公司,50-150人,本科,上海,上海,青浦区,18-20万/年,,,无需经验
数据挖掘（北京）,银联智策顾问（上海）有限公司,150-500人,本科,北京,北京,朝阳区,1.3-2.5万,25000,13000,2年及以上
AI及数字化工程师,SGS通标标准技术服务有限公司宁波分公司,500-1000人,本科,浙江省,宁波,高新区,1-1.5万,15000,10000,1年及以上
ai全栈工程师,江苏中博通信有限公司,1000-5000人,本科,江苏省,南京,鼓楼区,1-2万·14薪,20000,10000,1-3年
Python程序员（亿九）,昆山西交创新中心管理有限公司,少于50人,本科,江苏省,苏州,昆山市,8千-1.2万,12000,8000,1-3年
Ai数字产品开发工程师,博特产业（北京）技术有限公司,少于50人,本科,湖北省,武汉,江夏区,4-8千,8000,4000,无需经验
量化算法开发,深圳市中泰安投资有限公司,少于50人,本科,深圳,深圳,宝安区,1-2万,20000,10000,1年及以上
Prompt工程师,云南合续环境科技股份有限公司,150-500人,本科,深圳,深圳,南山区,1.2-1.8万,18000,12000,1年及以上
python后端开发,故城县景南电子产品行（个体工商户）,少于50人,,四川省,成都,青羊区,1.2-1.5万,15000,12000,无需经验
开发支撑工程师(AI自动化),胜通和科技有限公司上海第一分公司,少于50人,本科,上海,上海,浦东新区,1.1-1.5万·13薪,15000,11000,2年及以上
数据挖掘工程师（急聘）,长沙空空科技有限公司,50-150人,,江苏省,南京,玄武区,1-1.5万,15000,10000,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,北京,北京,海淀区,9千-1.5万·14薪,15000,9000,无需经验
Python量化研究员,辉立投资咨询（上海）有限公司,500-1000人,本科,上海,上海,静安区,1-1.5万·14薪,15000,10000,1年
DBD（python方向）,广州杰纳医药科技发展有限公司,150-500人,本科,广东省,广州,黄埔区,7千-1万,10000,7000,无需经验
AI数据工程师,上海新阳半导体材料股份有限公司,500-1000人,本科,上海,上海,松江区,1.2-2.4万,24000,12000,2年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,安徽省,合肥,包河区,9千-1.5万·14薪,15000,9000,无需经验
数据工具开发工程师（周末双休）,湖南兴盛集采电子商务有限公司,少于50人,,深圳,深圳,南山区,8千-1.2万,12000,8000,无需经验
初级数据工程师,上海全晓信息技术有限公司,150-500人,本科,上海,上海,闵行区,1.4-1.5万,15000,14000,1年及以上
AI软件工程师,深圳市网新新思软件有限公司,1000-5000人,本科,深圳,深圳,南山区,5-9千,9000,5000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,深圳,深圳,南山区,9千-1.5万·14薪,15000,9000,无需经验
数据挖掘工程师,长沙市印迪尔电子商务有限公司,50-150人,,上海,上海,长宁区,8千-1.5万,15000,8000,无需经验
开发应用工程师,西安天隆科技有限公司,500-1000人,本科,陕西省,西安,未央区,9千-1.6万,16000,9000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,山东省,青岛,市南区,9千-1.5万·14薪,15000,9000,无需经验
大数据工程师,长沙宏顶科技有限公司,50-150人,,上海,上海,长宁区,1.5-2万,20000,15000,无需经验
数据工程师,美枫网科技（广州）有限公司,少于50人,大专,广东省,广州,白云区,7千-1万,10000,7000,1年及以上
DBD（python方向）,广州杰纳医药科技发展有限公司,150-500人,本科,天津,天津,和平区,7千-1万,10000,7000,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,浙江省,杭州,上城区,9千-1.5万·14薪,15000,9000,无需经验
人工智能应用开发工程师,安徽柯恩服务外包有限公司,500-1000人,本科,云南省,西双版纳,景洪市,1-1.5万,15000,10000,1年
爬虫工程师,兰笺（苏州）科技有限公司,50-150人,本科,江苏省,苏州,苏州工业园区,4-8千·13薪,8000,4000,无需经验
大模型开发测试,中海油信息科技有限公司上海分公司,50-150人,本科,上海,上海,长宁区,10-20万/年,,,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,陕西省,西安,未央区,9千-1.5万·14薪,15000,9000,无需经验
AI模型训练、实施工程师,重庆庞通医疗器械有限公司,50-150人,大专,重庆,重庆,江北区,1.6-3万,30000,16000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,江苏省,徐州,铜山区,9千-1.5万·14薪,15000,9000,无需经验
AI应用工程师,杰彼得（上海）商贸有限公司,,本科,上海,上海,浦东新区,1.5-2.5万·13薪,25000,15000,1-3年
爬虫数据采集工程师,河南塔韵文化传媒有限公司,150-500人,,河南省,郑州,中原区,6-8千·13薪,8000,6000,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,上海,上海,嘉定区,9千-1.5万·14薪,15000,9000,无需经验
后端开发工程师（AI方向）,中电科数字科技（集团）有限公司,500-1000人,本科,上海,上海,静安区,1.2-1.2万,12500,12000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,辽宁省,大连,中山区,9千-1.5万·14薪,15000,9000,无需经验
AI软件开发工程师,沈阳康之莱医疗器械有限公司,少于50人,本科,辽宁省,沈阳,沈河区,4.5-9千,9000,4500,1年及以上
大数据开发工程师(J13498),西域智慧供应链（上海）股份公司,1000-5000人,本科,上海,上海,浦东新区,1.2-1.6万,16000,12000,1-3年
大模型应用研发岗,清华大学,10000人以上,本科,北京,北京,海淀区,1-2万·14薪,20000,10000,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,山东省,济南,市中区,9千-1.5万·14薪,15000,9000,无需经验
部署工程师,安徽领想产业园服务有限公司,50-150人,本科,安徽省,芜湖,鸠江区,8-15万/年,,,1年及以上
数据应用开发工程师,华商联（北京）信息技术有限公司,少于50人,本科,北京,北京,丰台区,6千-1万,10000,6000,1年
Python实习生,河南塔韵文化传媒有限公司,150-500人,,河南省,郑州,中原区,4-7千·13薪,7000,4000,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,湖北省,武汉,江汉区,9千-1.5万·14薪,15000,9000,无需经验
零代码工程师,广东省测绘技术公司,150-500人,,广东省,广州,黄埔区,5千-1万,10000,5000,无需经验
大数据工程师,中国皮革制鞋研究院有限公司,150-500人,本科,北京,北京,朝阳区,7-9千,9000,7000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,天津,天津,西青区,9千-1.5万·14薪,15000,9000,无需经验
高薪大数据IT数字工程师,中科兴盛（广西）企业管理有限公司,少于50人,大专,广西,南宁,青秀区,1-1.5万,15000,10000,无需经验
bi数据工程师,杭州四维映射软件有限公司,50-150人,本科,浙江省,杭州,余杭区,5千-1万,10000,5000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,江苏省,徐州,铜山区,9千-1.5万·14薪,15000,9000,无需经验
标注平台运维开发工程师(J10359),深圳市卓见智能制造有限公司,500-1000人,大专,深圳,深圳,龙华区,1.2-2万,20000,12000,1年及以上
python上位机开发,浙江力氪新能源科技有限公司杭州分公司,50-150人,本科,浙江省,杭州,上城区,1.1-1.4万·13薪,14000,11000,1年及以上
AI数据工程师,上海新阳半导体材料股份有限公司,500-1000人,本科,上海,上海,松江区,1.2-2.4万,24000,12000,2年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,四川省,成都,青羊区,9千-1.5万·14薪,15000,9000,无需经验
AI工程师,科理咨询（深圳）股份有限公司,50-150人,本科,深圳,深圳,南山区,9千-1.8万,18000,9000,1年及以上
AI开发人员,重庆维普资讯有限公司,150-500人,本科,重庆,重庆,渝北区,1.2-1.5万·13薪,15000,12000,无需经验
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,广东省,广州,天河区,9千-1.5万·14薪,15000,9000,无需经验
数据开发（五险一金+双休）,安阳市世途科技有限公司,少于50人,本科,北京,北京,通州区,9千-1.3万,13000,9000,1年及以上
初级大模型开发工程师,北京锐玑精械智能电子科技有限公司,50-150人,本科,重庆,重庆,南岸区,9千-1.5万·14薪,15000,9000,无需经验
电商RPA专员,广州温雅日用化妆品有限公司,500-1000人,本科,广东省,广州,黄埔区,8千-1万,10000,8000,1年及以上
golang开发助理工程师,山西飞马数据科技有限公司,,大专,安徽省,合肥,蜀山区,7千-1.2万,12000,7000,无需经验
AI算法岗,前锦网络信息技术（上海）有限公司,5000-10000人,本科,广东省,广州,天河区,25-40万/年,,,1年及以上
AI应用开发工程师,深圳市英柏检测技术有限公司,500-1000人,本科,深圳,深圳,光明区,1.5-2万·13薪,20000,15000,1-3年
初级算法工程师,万达宝软件（深圳）有限公司,150-500人,本科,深圳,深圳,南山区,9千-1.5万,15000,9000,1年及以上
python 实习,广州云纳信息科技有限公司,少于50人,大专,广东省,广州,番禺区,3-4千·13薪,4000,3000,无需经验
软件数据生成与分析研发岗,清华大学,10000人以上,本科,北京,北京,海淀区,16-32万/年,,,无需经验
数据采集工程师,上海现代通用识别技术有限公司,50-150人,本科,上海,上海,闵行区,1-1.5万·13薪,15000,10000,无需经验
python实习,广州云纳信息科技有限公司,少于50人,大专,广东省,广州,番禺区,3-4千·13薪,4000,3000,无需经验
软件技术员（算法）,上海安费诺永亿通讯电子有限公司,1000-5000人,大专,浙江省,嘉兴,海盐县,7-9千,9000,7000,无需经验
校园网安全分析研发岗,清华大学,10000人以上,本科,北京,北京,海淀区,16-32万/年,,,无需经验
Python软件开发工程师,河南端琪实业发展有限公司,150-500人,,河南省,郑州,管城回族区,6-8千·13薪,8000,6000,无需经验
AI工程师,深圳云普星河科技服务有限公司,1000-5000人,本科,深圳,深圳,宝安区,8千-1.6万·13薪,16000,8000,1-3年
AI应用开发工程师,上海金曲信息技术有限公司,150-500人,本科,江苏省,常州,新北区,1-2万,20000,10000,无需经验
人工智能训练(DeepSeek),深圳市澜渺科技有限公司,50-150人,大专,深圳,深圳,龙岗区,6-8千,8000,6000,1年及以上
ai工程师,广州市区块链产业协会,少于50人,本科,广东省,广州,天河区,9千-1.5万,15000,9000,无需经验
人工智能训练(DeepSeek),深圳市澜渺科技有限公司,50-150人,大专,深圳,深圳,龙岗区,6-8千,8000,6000,1年及以上
ai工程师,广州市区块链产业协会,少于50人,本科,广东省,广州,天河区,9千-1.5万,15000,9000,无需经验
Ai应用工程师,深圳市阳邦电子有限公司,50-150人,本科,深圳,深圳,南山区,8千-1.5万,15000,8000,1年及以上
校园网安全分析研发岗,清华大学,10000人以上,本科,北京,北京,海淀区,16-32万/年,,,无需经验
AI工程师,深圳云普星河科技服务有限公司,1000-5000人,本科,深圳,深圳,宝安区,8千-1.6万·13薪,16000,8000,1-3年
Python AI开发工程师,凯捷技术咨询（杭州）有限公司,150-500人,本科,浙江省,杭州,西湖区,1.8-2.2万·14薪,22000,18000,3年及以上
数据中心人工智能研发工程师,广东祈福医院有限公司,1000-5000人,本科,广东省,广州,番禺区,1.1-1.5万·13薪,15000,11000,1年及以上
人工智能工程师,贵州恒创顺互联网科技有限公司,,大专,云南省,昆明,五华区,6千-1.2万·13薪,12000,6000,1-2年
数据采集工程师,上海现代通用识别技术有限公司,50-150人,本科,上海,上海,闵行区,1-1.5万·13薪,15000,10000,无需经验
软件数据生成与分析研发岗,清华大学,10000人以上,本科,北京,北京,海淀区,16-32万/年,,,无需经验
AI工程师,康方药业有限公司,1000-5000人,本科,广东省,广州,黄埔区,1.5-2万,20000,15000,1-2年
电子数据工程师,长沙秉研科技有限公司,50-150人,,广东省,广州,越秀区,1-1.8万,18000,10000,无需经验
AI工程师,张家港保税区泰德瑞尔轨道科技有限公司,150-500人,本科,江苏省,苏州,张家港市,7千-1万,10000,7000,1年及以上
人工智能检测专员,深圳市澜渺科技有限公司,50-150人,大专,深圳,深圳,龙岗区,5-7.5千·13薪,7500,5000,无需经验
python实习生,广州合迪信息科技有限公司,少于50人,大专,广东省,广州,天河区,3-5千,5000,3000,无需经验
数据工程师,浙江芯力微电子股份有限公司,,本科,上海,上海,嘉定区,1.2-1.8万,18000,12000,1年
AI专员,广州柏曼光电科技有限公司,150-500人,大专,广东省,广州,黄埔区,6-9千,9000,6000,1-3年
数据挖掘工程员助理,成都安铭汇信息技术有限公司,50-150人,大专,四川省,成都,锦江区,9千-1.2万,12000,9000,无需经验
人工智能应用软件开发（双休，五险一金）,安阳昌嘉互联网信息服务有限公司,,大专,浙江省,杭州,萧山区,9千-1.3万·13薪,13000,9000,无需经验
算法测试工程师（感知方向）,深圳市卓见智能制造有限公司,500-1000人,大专,深圳,深圳,龙华区,6千-1万,10000,6000,1年及以上
数据采集专员,杭州愿达教育科技有限公司,50-150人,大专,浙江省,杭州,拱墅区,7千-1万,10000,7000,1-3年
AI工程师,方正电机（德清）有限公司,1000-5000人,本科,上海,上海,嘉定区,1-2万·13薪,20000,10000,1年及以上
人工智能工程师（双休，五险一金）,安阳昌嘉互联网信息服务有限公司,,大专,浙江省,杭州,上城区,9千-1.3万·13薪,13000,9000,无需经验
开发工程师,玉蝉集团有限公司,5000-10000人,大专,四川省,成都,高新区,8千-1.6万,16000,8000,无需经验
AI开发应用（应届/实习优先）,上海诚利供应链管理（集团）有限公司,,大专,上海,上海,浦东新区,6千-1万·13薪,10000,6000,无需经验
AI数据训练师,广州医博信息技术有限公司,50-150人,本科,广东省,广州,越秀区,1-1.6万,16000,10000,1-3年
初级算法工程师,融捷教育科技有限公司,50-150人,本科,北京,北京,海淀区,1.5-2.5万·13薪,25000,15000,1年及以上
AI数据工程师,上海外高桥保税区国际人才服务有限公司,少于50人,本科,上海,上海,浦东新区,1-2万,20000,10000,无需经验
人工智能开发,陕西华码半导体科技有限公司,,本科,陕西省,西安,雁塔区,1-1.8万·15薪,18000,10000,无需经验
AI软件开发与测试实习生,深圳市宁鑫企业管理有限公司,150-500人,大专,深圳,深圳,龙华区,8千-1.1万,11000,8000,无需经验
校招-大数据工程师(J10330),上海浦江数链数字科技有限公司,少于50人,本科,上海,上海,静安区,1.2-2.4万,24000,12000,无需经验
上海软件开发和软件测试,内蒙古小草人力资源服务有限公司,少于50人,本科,上海,上海,浦东新区,1.5-3万·14薪,30000,15000,无需经验
Python实习生,河南塔韵文化传媒有限公司,150-500人,,河南省,郑州,中原区,4-7千·13薪,7000,4000,无需经验
人工智能训练(DeepSeek),深圳市澜渺科技有限公司,50-150人,大专,深圳,深圳,龙岗区,6-8千,8000,6000,1年及以上
软件数据生成与分析研发岗,清华大学,10000人以上,本科,北京,北京,海淀区,16-32万/年,,,无需经验
深圳软件开发和软件测试,内蒙古小草人力资源服务有限公司,少于50人,本科,深圳,深圳,龙岗区,1.5-3万·14薪,30000,15000,无需经验
AI工程师,张家港保税区泰德瑞尔轨道科技有限公司,150-500人,本科,江苏省,苏州,张家港市,7千-1万,10000,7000,1年及以上
软件技术员（算法）,上海安费诺永亿通讯电子有限公司,1000-5000人,大专,浙江省,嘉兴,海盐县,7-9千,9000,7000,无需经验
研助员（感知/标注）,深圳市卓见智能制造有限公司,500-1000人,大专,湖北省,武汉,蔡甸区,7-9千,9000,7000,1年及以上
AI工程师,方正电机（德清）有限公司,1000-5000人,本科,上海,上海,嘉定区,1-2万·13薪,20000,10000,1年及以上
AI测试工程师,宁波伏特智能制造有限公司,500-1000人,本科,浙江省,宁波,鄞州区,1-1.3万·14薪,13000,10000,1年及以上
软件开发（最低15薪）,内蒙古小草人力资源服务有限公司,少于50人,本科,广东省,东莞,松山湖区,2-4万·15薪,40000,20000,无需经验
东莞软件开发和软件测试,内蒙古小草人力资源服务有限公司,少于50人,本科,广东省,东莞,松山湖区,1.5-3万·14薪,30000,15000,无需经验
算法测试工程师（感知方向）,深圳市卓见智能制造有限公司,500-1000人,大专,深圳,深圳,龙华区,6千-1万,10000,6000,1年及以上
AI数据工程师,上海外高桥保税区国际人才服务有限公司,少于50人,本科,上海,上海,浦东新区,1-2万,20000,10000,无需经验
南京软件开发和软件测试,内蒙古小草人力资源服务有限公司,少于50人,本科,江苏省,南京,雨花台区,1.5-3万·14薪,30000,15000,无需经验
开发工程师,玉蝉集团有限公司,5000-10000人,大专,四川省,成都,高新区,8千-1.6万,16000,8000,无需经验
